"Projektnummer";"Registrationsnummer";"Projekt-Bezeichnung";"Gebaeude-Bezeichnung";"Strasse des Gebäudes";"PLZ";"Ort";"Kanton";"BFS-Nummer";"Labelstatus";"Standard";"Zertifizierungsart";"Zertifizierungsstelle";"Anzahl Gebäude";"Einverstanden";"Mutationsdatum";"Eingereicht";"Provisorisches Zertifikat";"Definitives Zertifikat";"EBF";"Minergie-Kennzahl Anforderung";"Minergie-Kennzahl berechnet";"Heizwärmebedarf Anforderung";"Heizwärmebedarf berechnet";"Solar (m2)";"PV (kWp)";"qh-mp Berechnet";"qh-mp Anforderung";"EGID";"ParzellenNummer";"Gebaeude-Versicherungsnummer";"X-Koordinate";"Y-Koordinate";"ZertifikatGebaeudeInfo";"ZertifikatEnergieInfo";
"63966";"ZH-9583";"LSB2 Lokstadt Elefant";"LSB2 Lokstadt Elefant";"Zürcherstrasse 31";"8400";"Winterthur";"ZH";"230";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-02-24 14:44:40";"2020-10-13 12:44:51";"2021-02-24 14:44:39";" ";"15021";"90.86";"74.24";"27.98";"19.44";" ";" ";" ";" ";" ";" ";" ";" ";" ";"LSB2 Lokstadt Elefant, Zürcherstrasse 31, 8400 Winterthur";"Fernwärme (<=25% nicht erneuerbar) und Photovoltaik";
"64337";"ZH-9597";"Umbau Pfrundweidstrasse 12, Wetzikon";"Umbau EFH Jucker";"Pfrundweidstrasse 12";"8620";"Wetzikon";"ZH";"121";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-03-30 13:14:47";"2020-10-13 15:47:53";"2021-03-30 13:14:47";" ";"300";"55.00";"32.84";"45.25";"43.14";" ";" ";" ";" ";" ";"1417";"2560";" ";" ";"Umbau EFH Jucker, Pfrundweidstrasse 12, 8620 Wetzikon";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Holzfeuerung und Photovoltaik";
"64379";"ZH-9542";"MFH Opfikonerstrasse";"MFH Opfikonerstrasse";"Opfikonerstrasse 7";"8303";"Bassersdorf";"ZH";"52";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-01-06 13:46:31";"2020-10-21 08:47:19";"2021-01-06 13:46:31";" ";"642.4";"55.80";"53.26";"46.45";"31.00";" ";" ";" ";" ";" ";" ";" ";" ";" ";"MFH Opfikonerstrasse, Opfikonerstrasse 7, 8303 Bassersdorf";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Elektro-Wassererwärmer, Elektro direkt und Photovoltaik";
"64455";"ZH-9572";"Im Heuried 68/70";"Im Heuried 68/70";"Im Heuried 68/70";"8055";"Zürich";"ZH";"261";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-02-17 14:28:16";"2020-10-29 16:54:38";"2021-02-17 14:28:16";" ";"2383";"58.93";"58.62";"29.62";"19.44";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Im Heuried 68/70, Im Heuried 68/70, 8055 Zürich";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"64516";"ZH-807-P";"Ersatzneubau Mehrfamilienhaus Südstrasse 4, 8304 Wallisellen";"Südstrasse 4";"Südstrasse 4";"8304";"Wallisellen";"ZH";"69";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-04-26 15:55:35";"2020-11-04 15:41:02";"2021-04-26 15:55:35";" ";"1269";"50.39";"36.77";"23.23";"22.78";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Südstrasse 4, Südstrasse 4, 8304 Wallisellen";"Solarenergie Heizung + WW, Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser und Luft-Wärmepumpe, Warmwasser";
"64377";"ZH-9602";"MFH Bergstrasse 7, 8800 Thalwil";"NB MFH Bergstrasse 7";"Bergstrasse 7";"8800";"Thalwil";"ZH";"141";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-04-22 07:50:50";"2020-11-04 16:51:31";"2021-04-22 07:50:50";" ";"944";"58.20";"56.36";"35.78";"31.90";" ";" ";" ";" ";" ";" ";" ";" ";" ";"NB MFH Bergstrasse 7, Bergstrasse 7, 8800 Thalwil";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"64575";"ZH-9585";"Ersatzneubau Riedacker, Zürich-Schwamendingen, Haus Nord";"Haus Nord, Eingang 1";"Altwiesenstrasse 188";"8051";"Zürich";"ZH";"261";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-03-15 11:31:05";"2020-11-11 12:22:57";"2021-03-15 11:31:05";" ";"2457.4";"60.10";"34.59";"29.80";"21.70";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Haus Nord, Eingang 1, Altwiesenstrasse 188, 8051 Zürich";"Fernwärme (<=25% nicht erneuerbar) und Photovoltaik";
"64575";"ZH-9586";"Ersatzneubau Riedacker, Zürich-Schwamendingen, Haus Nord";"Haus Nord, Eingang 2";"Altwiesenstrasse 186";"8051";"Zürich";"ZH";"261";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-03-15 11:31:05";"2020-11-11 12:22:57";"2021-03-15 11:31:05";" ";"2457.4";"60.10";"34.59";"29.80";"21.70";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Haus Nord, Eingang 2, Altwiesenstrasse 186, 8051 Zürich";"Fernwärme (<=25% nicht erneuerbar) und Photovoltaik";
"64576";"ZH-9587";"Ersatzneubau Riedacker, Zürich-Schwamendingen, Haus Süd";"Haus Süd, Eingang 1";"Altwiesenstrasse 180";"8051";"Zürich";"ZH";"261";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-03-15 11:34:11";"2020-11-11 12:24:30";"2021-03-15 11:34:11";" ";"1784.4";"55.67";"27.72";"33.25";"19.20";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Haus Süd, Eingang 1, Altwiesenstrasse 180, 8051 Zürich";"Fernwärme (<=25% nicht erneuerbar) und Photovoltaik";
"64576";"ZH-9588";"Ersatzneubau Riedacker, Zürich-Schwamendingen, Haus Süd";"Haus Süd, Eingang 2";"Altwiesenstrasse 182";"8051";"Zürich";"ZH";"261";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-03-15 11:34:11";"2020-11-11 12:24:30";"2021-03-15 11:34:11";" ";"1784.3";"55.67";"27.72";"33.25";"19.20";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Haus Süd, Eingang 2, Altwiesenstrasse 182, 8051 Zürich";"Fernwärme (<=25% nicht erneuerbar) und Photovoltaik";
"64576";"ZH-9589";"Ersatzneubau Riedacker, Zürich-Schwamendingen, Haus Süd";"Haus Süd, Eingang 3";"Altwiesenstrasse 184";"8051";"Zürich";"ZH";"261";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-03-15 11:34:11";"2020-11-11 12:24:30";"2021-03-15 11:34:11";" ";"1784.3";"55.67";"27.72";"33.25";"19.20";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Haus Süd, Eingang 3, Altwiesenstrasse 184, 8051 Zürich";"Fernwärme (<=25% nicht erneuerbar) und Photovoltaik";
"64630";"ZH-787-P";"Ersatzneubau EFH Rütenenstrasse, Haus 3";"Haus 3";"Rütenenstrasse 1c";"8102";"Oberengstringen";"ZH";"245";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-02-01 17:30:08";"2020-11-17 10:45:57";"2021-02-01 17:30:08";" ";"236";"50.00";"38.42";"32.22";"29.16";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Haus 3, Rütenenstrasse 1c, 8102 Oberengstringen";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"64629";"ZH-786-P";"Ersatzneubau EFH Rütenenstrasse, Haus 2";"Haus 2";"Rütenenstrasse 1b";"8102";"Oberengstringen";"ZH";"245";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-02-01 17:29:05";"2020-11-17 10:52:17";"2021-02-01 17:29:05";" ";"229";"50.00";"32.47";"35.96";"32.22";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Haus 2, Rütenenstrasse 1b, 8102 Oberengstringen";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"64587";"ZH-9560";"Neubau MFH Haus A";"Neubau MFH A";"Zwillikerstrasse 26";"8913";"Ottenbach";"ZH";"11";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-02-01 17:01:16";"2020-11-19 11:14:05";"2021-02-01 17:01:16";" ";"824.7";"57.33";"56.89";"34.82";"32.03";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau MFH A, Zwillikerstrasse 26, 8913 Ottenbach";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"64588";"ZH-9561";"Neubau MFH Haus B";"Neubau MFH B";"Zwillikerstrasse 28";"8913";"Ottenbach";"ZH";"11";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-02-01 17:02:07";"2020-11-19 11:14:34";"2021-02-01 17:02:07";" ";"854.1";"55.00";"53.14";"34.67";"32.50";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau MFH B, Zwillikerstrasse 28, 8913 Ottenbach";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"64691";"ZH-9562";"Ersatzneubau EFH Rütenenstrasse, Haus 1";"Haus 1";"Rütenenstrasse 1a";"8102";"Oberengstringen";"ZH";"245";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-02-01 17:28:03";"2020-11-20 10:42:19";"2021-02-01 17:28:03";" ";"214";"55.00";"48.58";"49.30";"34.20";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Haus 1, Rütenenstrasse 1a, 8102 Oberengstringen";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Solarenergie Heizung + WW und ";
"64712";"ZH-824-P";"Neubau Mehrfamilienhaus Alte Lindauerstrasse  7 8309 Nürensdorf";"Mehrfamilienhaus";"Alte Lindauerstrasse 7";"8309";"Nürensdorf";"ZH";"64";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-28 08:04:21";"2020-11-21 15:23:56";"2021-05-28 08:04:21";" ";"824.5";"50.00";"48.92";"23.44";"22.22";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Mehrfamilienhaus, Alte Lindauerstrasse 7, 8309 Nürensdorf";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"64733";"ZH-9594";"Ersatzneubau MFH Regensdorferstrasse";"Ersatzneubau MFH Regensdorferstrasse";"Regensdorferstrasse 60";"8049";"Zürich";"ZH";"261";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-03-15 08:55:06";"2020-11-25 07:20:47";"2021-03-15 08:55:06";" ";"1125.3";"55.00";"54.51";"31.63";"27.69";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Ersatzneubau MFH Regensdorferstrasse, Regensdorferstrasse 60, 8049 Zürich";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"63900";"ZH-9567";"UB MFH Müllerstrasse 8 Zürich";"Umbau MFH";"Müllerstrasse 8";"8004";"Zürich";"ZH";"261";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-02-10 14:47:38";"2020-11-25 13:03:13";"2021-02-10 14:47:38";" ";"834.8";"116.74";"90.32";"0.00";"0.00";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Umbau MFH, Müllerstrasse 8, 8004 Zürich";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"64736";"ZH-9544";"Neubau MFH Güetliweg";"Neubau MFH";"Güetliweg 4";"8050";"Zürich";"ZH";"261";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-01-20 10:44:16";"2020-11-25 16:34:29";"2021-01-20 10:44:16";" ";"833.1";"58.48";"56.46";"36.72";"28.33";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau MFH, Güetliweg 4, 8050 Zürich";"Fernwärme (<=25% nicht erneuerbar) und Photovoltaik";
"64690";"ZH-9569";"Neubau EFH Haus B Erlenweg Esslingen";"EFH Haus B";"Erlenweg 21";"8133";"Esslingen";"ZH";"192";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-02-10 14:51:17";"2020-11-26 08:50:02";"2021-02-10 14:51:17";" ";"334.8";"55.00";"37.69";"44.81";"44.72";" ";" ";" ";" ";" ";" ";" ";" ";" ";"EFH Haus B, Erlenweg 21, 8133 Esslingen";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"64689";"ZH-9568";"Neubau EFH Haus A Erlenweg Esslingen";"EFH Haus A";"Erlenweg 23";"8133";"Esslingen";"ZH";"192";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-02-10 14:51:00";"2020-11-26 08:50:24";"2021-02-10 14:51:00";" ";"314";"55.00";"40.80";"44.69";"41.11";" ";" ";" ";" ";" ";" ";" ";" ";" ";"EFH Haus A, Erlenweg 23, 8133 Esslingen";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"64770";"ZH-9543";"EFH Treichler, Muristrasse 13";"Umbau EFH Treichler, Muristrasse 13";"Muristrasse 13";"8912";"Obfelden";"ZH";"10";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-01-06 13:41:56";"2020-11-26 13:51:55";"2021-01-06 13:41:55";" ";"178.8";"102.13";"32.34";"0.00";"0.00";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Umbau EFH Treichler, Muristrasse 13, Muristrasse 13, 8912 Obfelden";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"64529";"ZH-9590";"Sanierung Wohn-/ und Geschäftsgebäude, Fähnlibrunnenstrasse 3+5";"Totalsanierung";"Fähnlibrunnenstrasse 3";"8700";"Küsnacht";"ZH";"154";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-03-15 11:43:36";"2020-11-27 13:30:37";"2021-03-15 11:43:36";" ";"1943";"103.27";"87.56";"0.00";"0.00";" ";" ";" ";" ";" ";"9948";" ";" ";" ";"Totalsanierung, Fähnlibrunnenstrasse 3, 8700 Küsnacht";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"64529";"ZH-9591";"Sanierung Wohn-/ und Geschäftsgebäude, Fähnlibrunnenstrasse 3+5";"Totalsanierung";"Fähnlibrunnenstrasse 5";"8700";"Küsnacht";"ZH";"154";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-03-15 11:43:36";"2020-11-27 13:30:37";"2021-03-15 11:43:36";" ";"1943";"103.27";"87.56";"0.00";"0.00";" ";" ";" ";" ";" ";"9950";" ";" ";" ";"Totalsanierung, Fähnlibrunnenstrasse 5, 8700 Küsnacht";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"64777";"ZH-342-ECO";"Neubau Labor- und Bürogebäude ETH HPQ";"Neubau Labor- und Bürogebäude";"Gebäude HPQ";"8049";"Zürich";"ZH";"261";"provisorisch";"Minergie-ECO";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-01-20 10:45:17";"2020-11-30 10:46:10";"2021-01-20 10:45:17";" ";"26492";"84.32";"71.31";"25.11";"15.52";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau Labor- und Bürogebäude, 8049 Zürich";"Erdsonden-WP, Heizung, Elektro-Wassererwärmer und Photovoltaik";
"64607";"ZH-345-ECO";"Ersatzneubau Letzigraben 114/116";"Ersatzneubau Letzigraben 114/116";"Letzigraben 114";"8047";"Zürich";"ZH";"261";"provisorisch";"Minergie-ECO";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-03-08 14:26:08";"2020-12-02 10:11:46";"2021-03-08 14:26:08";" ";"1993.3";"60.31";"51.87";"27.99";"22.94";" ";" ";" ";" ";"302065774";"AR4022";"AR00305";"2679950";"1247883";"Ersatzneubau Letzigraben 114/116, Letzigraben 114, 8047 Zürich";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"64607";"ZH-346-ECO";"Ersatzneubau Letzigraben 114/116";"Ersatzneubau Letzigraben 114/116";"Letzigraben 116";"8047";"Zürich";"ZH";"261";"provisorisch";"Minergie-ECO";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-03-08 14:26:08";"2020-12-02 10:11:46";"2021-03-08 14:26:08";" ";"1993";"60.31";"51.87";"27.99";"22.94";" ";" ";" ";" ";"302011083";"AR4022";"AR00305";"2679968";"1247872";"Ersatzneubau Letzigraben 114/116, Letzigraben 116, 8047 Zürich";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"64835";"ZH-785-P";"20.149 Ersatzneubau KIGA Looren";"Ersatzneubau Krippen & Kindergarten Looren";"Obstgartenstrasse 17";"8302";"Kloten";"ZH";"62";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-01-06 14:46:09";"2020-12-03 05:51:46";"2021-01-06 14:46:09";" ";"1822";"32.60";"32.22";"28.30";"27.22";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Ersatzneubau Krippen & Kindergarten Looren, Obstgartenstrasse 17, 8302 Kloten";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"64009";"ZH-828-P";"Ersatzneubau Siedlung Frohalp Haus A";"Neubau Haus A1";"Verenastrasse 18";"8038";"Zürich";"ZH";"261";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-25 18:12:01";"2020-12-04 09:42:08";"2021-05-25 18:12:01";" ";"1553.2";"52.02";"45.66";"20.63";"18.86";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau Haus A1, Verenastrasse 18, 8038 Zürich";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"64009";"ZH-829-P";"Ersatzneubau Siedlung Frohalp Haus A";"Neubau Haus A2";"Verenastrasse 16";"8038";"Zürich";"ZH";"261";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-25 18:12:01";"2020-12-04 09:42:08";"2021-05-25 18:12:01";" ";"1533.6";"52.02";"45.66";"20.63";"18.86";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau Haus A2, Verenastrasse 16, 8038 Zürich";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"64017";"ZH-830-P";"Ersatzneubau Siedlung Frohalp Haus B";"Neubau Haus B1";"Verenastrasse 12";"8038";"Zürich";"ZH";"261";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-25 18:15:00";"2020-12-04 09:42:55";"2021-05-25 18:15:00";" ";"1554.2";"53.93";"44.27";"21.05";"19.22";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau Haus B1, Verenastrasse 12, 8038 Zürich";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"64017";"ZH-831-P";"Ersatzneubau Siedlung Frohalp Haus B";"Neubau Haus B2";"Verenastrasse 10";"8038";"Zürich";"ZH";"261";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-25 18:15:00";"2020-12-04 09:42:55";"2021-05-25 18:15:00";" ";"1520.5";"53.93";"44.27";"21.05";"19.22";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau Haus B2, Verenastrasse 10, 8038 Zürich";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"64020";"ZH-832-P";"Ersatzneubau Siedlung Frohalp Haus C";"Neubau Haus C1";"Verenastrasse 6";"8038";"Zürich";"ZH";"261";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-25 11:38:40";"2020-12-04 09:43:38";"2021-05-25 11:38:40";" ";"1341.4";"54.01";"45.73";"21.67";"21.33";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau Haus C1, Verenastrasse 6, 8038 Zürich";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"64020";"ZH-833-P";"Ersatzneubau Siedlung Frohalp Haus C";"Neubau Haus C2";"Verenastrasse 4";"8038";"Zürich";"ZH";"261";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-25 11:38:40";"2020-12-04 09:43:38";"2021-05-25 11:38:40";" ";"1032.5";"54.01";"45.73";"21.67";"21.33";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau Haus C2, Verenastrasse 4, 8038 Zürich";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"64021";"ZH-834-P";"Ersatzneubau Siedlung Frohalp Haus D";"Neubau Haus D";"Butzenstrasse 47";"8038";"Zürich";"ZH";"261";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-25 18:18:34";"2020-12-04 09:53:45";"2021-05-25 18:18:34";" ";"882";"55.28";"53.92";"23.65";"22.53";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau Haus D, Butzenstrasse 47, 8038 Zürich";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"64651";"ZH-9564";"Chratz32";"EFH";"Luzernerstrasse 32";"8903";"Birmensdorf";"ZH";"242";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-02-03 09:30:49";"2020-12-08 09:48:52";"2021-02-03 09:30:49";" ";"465";"90.00";"65.51";"0.00";"0.00";" ";" ";" ";" ";" ";" ";" ";" ";" ";"EFH, Luzernerstrasse 32, 8903 Birmensdorf";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"64934";"ZH-9581";"Neubau GH";"Neubau GH";"Poststrasse 5";"8610";"Uster";"ZH";"198";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-02-22 10:13:29";"2020-12-10 13:21:57";"2021-02-22 10:13:29";" ";"779.5";"81.81";"80.95";"41.19";"35.00";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau GH, Poststrasse 5, 8610 Uster";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro direkt, Elektro-Wassererwärmer und Photovoltaik";
"64133";"ZH-784-P";"Neubau 2FH Brun, Tannbühlstrasse 5";"Neubau 2FH Brun";"Tannbühlstrasse 5";"8908";"Hedingen";"ZH";"5";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-01-06 14:23:15";"2020-12-10 17:15:20";"2021-01-06 14:23:15";" ";"408.1";"50.00";"16.04";"30.45";"28.83";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau 2FH Brun, Tannbühlstrasse 5, 8908 Hedingen";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"64988";"ZH-9584";"Neubau MFH, Wipkingerweg 6, 8037 Zürich";"MFH";"Wipkingerweg 6";"8037";"Zürich";"ZH";"261";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-03-03 09:44:13";"2020-12-16 08:17:43";"2021-03-03 09:44:13";" ";"1324.6";"64.16";"63.94";"31.85";"30.56";" ";" ";" ";" ";" ";" ";" ";" ";" ";"MFH, Wipkingerweg 6, 8037 Zürich";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"64994";"ZH-9595";"Neubau Generationenhaus";"Neubau Generationenhaus";"Schulhausweg 5";"8824";"Schönenberg";"ZH";"293";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-03-16 09:04:31";"2020-12-16 15:49:40";"2021-03-16 09:04:30";" ";"789";"57.80";"20.80";"40.45";"34.10";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau Generationenhaus, Schulhausweg 5, 8824 Schönenberg";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer, Solarenergie therm. Warmwasser und Photovoltaik";
"64966";"ZH-314-P-ECO";"Hardau I, Gebäude A";"Ersatzneubau Wohnsiedlung Hardau I, Gebäude A";"Hardstrasse 37";"8004";"Zürich";"ZH";"261";"provisorisch";"Minergie-P-ECO";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-04-26 16:18:59";"2020-12-17 10:10:42";"2021-04-26 16:18:59";" ";"1628.1";"63.92";"55.17";"20.36";"19.55";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Ersatzneubau Wohnsiedlung Hardau I, Gebäude A, Hardstrasse 37, 8004 Zürich";"Fernwärme (>50% erneuerbar) und Photovoltaik";
"64966";"ZH-315-P-ECO";"Hardau I, Gebäude A";"Ersatzneubau Wohnsiedlung Hardau I, Gebäude A";"Hardstrasse 39";"8004";"Zürich";"ZH";"261";"provisorisch";"Minergie-P-ECO";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-04-26 16:18:59";"2020-12-17 10:10:42";"2021-04-26 16:18:59";" ";"1626.1";"63.92";"55.17";"20.36";"19.55";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Ersatzneubau Wohnsiedlung Hardau I, Gebäude A, Hardstrasse 39, 8004 Zürich";"Fernwärme (>50% erneuerbar) und Photovoltaik";
"64966";"ZH-316-P-ECO";"Hardau I, Gebäude A";"Ersatzneubau Wohnsiedlung Hardau I, Gebäude A";"Hardstrasse 41";"8004";"Zürich";"ZH";"261";"provisorisch";"Minergie-P-ECO";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-04-26 16:18:59";"2020-12-17 10:10:42";"2021-04-26 16:18:59";" ";"1624.1";"63.92";"55.17";"20.36";"19.55";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Ersatzneubau Wohnsiedlung Hardau I, Gebäude A, Hardstrasse 41, 8004 Zürich";"Fernwärme (>50% erneuerbar) und Photovoltaik";
"64722";"ZH-799-P";"ENB Alterswohnungen Stöckli";"ENB Alterswohnungen Stöckli";"Buchzelgstrasse 47";"8053";"Zürich";"ZH";"261";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-03-08 14:10:00";"2020-12-17 14:37:36";"2021-03-08 14:10:00";" ";"4757.8";"59.01";"57.57";"21.70";"21.50";" ";" ";" ";" ";"157669";"WI2864";" ";" ";" ";"ENB Alterswohnungen Stöckli, Buchzelgstrasse 47, 8053 Zürich";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
